ward,date_time,rainfall_1h,rainfall_3h,precipitation_prob,humidity,temperature,latitude,longitude,source_url
Westlands,2020-08-19 00:00:00,1.09,3.83,0.2,42.69,21.96,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-08-20 00:00:00,1.93,6.46,0.07,45.89,22.53,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-08-21 00:00:00,1.48,4.68,0.23,57.12,22.35,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-08-22 00:00:00,1.92,6.64,0.11,59.36,23.99,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-08-23 00:00:00,1.86,5.99,0.06,57.72,15.44,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-08-24 00:00:00,0.04,0.47,0.0,61.41,19.07,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-08-25 00:00:00,0.68,2.61,0.09,61.73,15.83,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-08-26 00:00:00,0.37,2.1,0.21,47.99,15.5,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-08-27 00:00:00,1.8,6.12,0.27,45.99,21.8,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-08-28 00:00:00,0.58,2.52,0.18,53.38,18.27,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-08-29 00:00:00,1.79,5.79,0.15,50.61,16.2,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-08-30 00:00:00,1.9,5.74,0.21,52.4,18.64,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-08-31 00:00:00,0.91,2.84,0.23,54.16,16.13,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-09-01 00:00:00,0.3,1.3,0.02,64.63,21.9,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-09-02 00:00:00,0.34,1.53,0.1,64.25,18.12,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-09-03 00:00:00,0.3,1.32,0.18,61.81,17.67,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-09-04 00:00:00,1.61,5.73,0.28,43.49,15.17,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-09-05 00:00:00,1.15,3.83,0.11,48.7,15.83,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-09-06 00:00:00,0.06,0.39,0.18,41.68,15.47,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-09-07 00:00:00,1.87,5.73,0.19,45.73,23.18,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-09-08 00:00:00,0.24,0.93,0.22,56.53,22.97,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-09-09 00:00:00,0.68,3.03,0.17,60.84,15.61,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-09-10 00:00:00,0.16,0.71,0.22,51.89,15.51,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-09-11 00:00:00,1.45,5.02,0.28,62.07,17.47,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-09-12 00:00:00,1.76,6.11,0.28,66.96,18.53,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-09-13 00:00:00,0.74,2.83,0.28,50.52,21.82,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-09-14 00:00:00,1.94,6.53,0.15,51.97,19.6,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-09-15 00:00:00,1.94,6.37,0.22,62.14,23.43,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-09-16 00:00:00,0.63,2.54,0.25,41.68,21.54,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-09-17 00:00:00,1.52,4.97,0.22,42.97,16.48,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-09-18 00:00:00,1.52,5.26,0.04,43.25,22.94,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-09-19 00:00:00,1.43,5.03,0.18,52.87,22.14,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-09-20 00:00:00,1.76,6.16,0.23,47.54,23.68,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-09-21 00:00:00,1.62,5.86,0.26,52.79,21.96,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-09-22 00:00:00,1.75,5.36,0.15,66.98,15.39,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-09-23 00:00:00,0.84,2.57,0.18,46.56,20.22,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-09-24 00:00:00,0.2,1.51,0.01,54.67,21.68,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-09-25 00:00:00,0.6,2.35,0.1,63.42,15.28,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-09-26 00:00:00,1.52,4.81,0.21,54.78,24.5,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-09-27 00:00:00,2.0,6.73,0.16,65.86,17.13,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-09-28 00:00:00,1.77,6.15,0.18,69.83,16.17,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-09-29 00:00:00,0.35,1.57,0.15,61.61,20.31,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-09-30 00:00:00,0.41,1.98,0.14,67.35,16.42,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-10-01 00:00:00,7.23,26.63,0.76,82.18,27.24,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-10-02 00:00:00,7.83,25.69,0.49,72.5,21.8,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-10-03 00:00:00,2.92,10.35,0.79,61.17,26.83,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-10-04 00:00:00,1.51,5.63,0.39,80.21,23.36,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-10-05 00:00:00,1.67,6.34,0.74,64.09,20.95,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-10-06 00:00:00,4.93,17.67,0.46,82.99,22.57,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-10-07 00:00:00,7.78,23.89,0.67,64.17,25.6,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-10-08 00:00:00,0.61,5.13,0.76,77.88,27.53,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-10-09 00:00:00,8.83,29.63,0.57,66.19,24.94,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-10-10 00:00:00,9.48,32.12,0.47,74.84,26.58,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-10-11 00:00:00,6.44,23.25,0.41,62.35,23.95,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-10-12 00:00:00,9.35,28.46,0.56,65.62,26.96,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-10-13 00:00:00,6.32,20.67,0.7,73.29,25.4,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-10-14 00:00:00,3.93,12.44,0.76,62.83,24.94,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-10-15 00:00:00,7.18,26.02,0.41,72.65,26.19,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-10-16 00:00:00,6.74,24.98,0.36,70.25,26.33,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-10-17 00:00:00,8.21,29.37,0.65,67.08,21.89,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-10-18 00:00:00,9.98,32.39,0.44,66.75,25.8,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-10-19 00:00:00,2.3,10.33,0.73,63.95,19.76,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-10-20 00:00:00,9.9,30.67,0.39,72.34,22.26,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-10-21 00:00:00,1.07,4.96,0.69,71.18,23.46,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-10-22 00:00:00,5.24,17.64,0.63,87.05,23.76,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-10-23 00:00:00,7.71,25.29,0.78,76.67,20.46,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-10-24 00:00:00,6.77,24.85,0.43,81.54,19.86,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-10-25 00:00:00,0.92,6.76,0.64,62.49,18.74,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-10-26 00:00:00,3.74,12.71,0.43,61.35,23.01,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-10-27 00:00:00,0.22,3.44,0.6,68.52,27.39,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-10-28 00:00:00,4.85,16.3,0.46,77.36,24.12,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-10-29 00:00:00,8.91,29.83,0.36,85.58,22.7,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-10-30 00:00:00,9.1,30.28,0.71,64.51,24.62,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-10-31 00:00:00,1.79,5.75,0.64,87.41,20.28,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-11-01 00:00:00,7.65,25.26,0.74,88.06,24.11,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-11-02 00:00:00,3.44,15.08,0.45,83.58,27.28,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-11-03 00:00:00,3.75,13.81,0.42,65.29,27.9,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-11-04 00:00:00,0.55,3.11,0.76,71.86,27.92,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-11-05 00:00:00,9.05,28.57,0.79,62.07,26.45,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-11-06 00:00:00,2.18,8.58,0.55,82.77,22.72,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-11-07 00:00:00,8.34,25.3,0.3,75.64,20.23,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-11-08 00:00:00,1.2,3.62,0.36,71.58,18.3,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-11-09 00:00:00,8.86,30.94,0.53,79.94,24.55,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-11-10 00:00:00,3.15,11.31,0.54,86.81,18.48,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-11-11 00:00:00,5.56,18.11,0.77,85.76,23.72,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-11-12 00:00:00,2.79,11.94,0.63,72.81,23.26,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-11-13 00:00:00,4.38,13.83,0.77,89.99,20.01,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-11-14 00:00:00,6.13,22.63,0.6,67.6,25.85,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-11-15 00:00:00,1.31,7.34,0.31,84.97,27.97,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-11-16 00:00:00,9.18,28.29,0.74,84.79,24.62,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-11-17 00:00:00,1.39,8.04,0.69,80.02,24.93,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-11-18 00:00:00,7.35,26.38,0.39,64.47,23.73,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-11-19 00:00:00,7.32,23.84,0.5,68.72,27.29,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-11-20 00:00:00,7.18,25.73,0.45,76.4,21.71,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-11-21 00:00:00,8.35,27.57,0.3,61.03,19.29,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-11-22 00:00:00,8.51,30.53,0.34,62.75,18.29,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-11-23 00:00:00,4.46,17.97,0.38,82.93,24.97,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-11-24 00:00:00,5.15,16.41,0.52,75.2,22.83,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-11-25 00:00:00,7.35,22.64,0.42,86.82,25.94,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-11-26 00:00:00,4.33,17.81,0.75,61.01,18.68,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-11-27 00:00:00,4.21,17.48,0.49,76.75,19.31,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-11-28 00:00:00,1.99,8.9,0.48,82.21,18.37,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-11-29 00:00:00,3.63,13.41,0.34,80.63,27.49,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-11-30 00:00:00,4.01,16.35,0.68,85.65,21.32,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-12-01 00:00:00,3.28,11.57,0.33,87.37,25.72,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-12-02 00:00:00,8.95,28.97,0.5,72.5,24.02,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-12-03 00:00:00,7.66,25.71,0.77,82.13,23.22,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-12-04 00:00:00,5.5,17.72,0.79,68.79,27.68,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-12-05 00:00:00,5.52,20.82,0.49,80.72,23.14,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-12-06 00:00:00,4.7,15.69,0.65,83.62,22.2,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-12-07 00:00:00,2.36,7.49,0.32,80.74,19.14,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-12-08 00:00:00,5.96,18.15,0.63,87.43,19.3,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-12-09 00:00:00,8.85,30.86,0.7,68.44,23.11,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-12-10 00:00:00,7.31,25.0,0.74,68.28,26.83,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-12-11 00:00:00,5.73,17.19,0.7,82.87,19.49,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-12-12 00:00:00,9.42,33.16,0.76,63.26,23.16,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-12-13 00:00:00,0.42,4.04,0.41,69.45,23.84,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-12-14 00:00:00,4.11,16.22,0.48,71.83,25.92,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-12-15 00:00:00,5.56,17.2,0.5,87.97,25.0,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-12-16 00:00:00,3.34,11.88,0.71,88.19,25.87,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-12-17 00:00:00,9.76,33.47,0.33,60.97,23.72,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-12-18 00:00:00,5.35,17.64,0.48,64.4,19.77,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-12-19 00:00:00,4.35,14.86,0.49,75.13,18.71,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-12-20 00:00:00,8.58,29.72,0.48,69.25,18.78,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-12-21 00:00:00,0.77,6.51,0.74,61.0,20.54,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-12-22 00:00:00,5.48,20.71,0.52,77.13,18.99,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-12-23 00:00:00,0.7,3.97,0.78,63.68,22.49,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-12-24 00:00:00,5.61,20.76,0.63,78.95,25.8,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-12-25 00:00:00,8.94,30.97,0.36,73.44,18.54,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-12-26 00:00:00,5.54,21.24,0.74,62.01,26.89,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-12-27 00:00:00,8.9,27.5,0.4,62.13,23.82,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-12-28 00:00:00,0.18,3.23,0.37,86.79,18.1,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-12-29 00:00:00,3.81,14.98,0.32,89.22,21.72,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-12-30 00:00:00,6.43,21.83,0.5,86.71,21.43,-1.2687,36.8105,https://openweathermap.org/
Westlands,2020-12-31 00:00:00,6.64,24.68,0.78,80.28,21.16,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-01-01 00:00:00,1.35,4.72,0.07,65.72,20.31,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-01-02 00:00:00,0.15,1.04,0.23,47.13,20.35,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-01-03 00:00:00,0.81,2.84,0.2,64.88,22.41,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-01-04 00:00:00,1.63,5.7,0.22,54.05,21.53,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-01-05 00:00:00,0.76,3.04,0.02,42.62,23.33,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-01-06 00:00:00,1.98,6.08,0.21,63.71,16.61,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-01-07 00:00:00,1.05,3.86,0.06,64.69,23.03,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-01-08 00:00:00,1.28,4.41,0.17,53.39,24.2,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-01-09 00:00:00,0.04,0.19,0.19,43.54,17.96,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-01-10 00:00:00,1.96,6.59,0.13,58.7,24.09,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-01-11 00:00:00,0.27,1.04,0.16,48.29,19.68,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-01-12 00:00:00,0.79,2.4,0.03,68.69,19.05,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-01-13 00:00:00,0.43,1.87,0.03,54.63,21.7,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-01-14 00:00:00,1.21,4.43,0.15,60.66,23.96,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-01-15 00:00:00,1.29,4.08,0.16,40.88,15.45,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-01-16 00:00:00,1.01,3.73,0.24,55.15,20.39,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-01-17 00:00:00,1.39,5.16,0.01,45.61,16.24,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-01-18 00:00:00,0.74,2.45,0.04,59.85,23.53,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-01-19 00:00:00,1.12,3.41,0.1,53.94,18.75,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-01-20 00:00:00,0.29,0.9,0.25,45.0,15.77,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-01-21 00:00:00,1.25,4.08,0.28,53.16,18.76,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-01-22 00:00:00,1.72,5.62,0.19,41.31,19.81,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-01-23 00:00:00,1.23,4.6,0.03,58.55,17.57,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-01-24 00:00:00,1.35,4.88,0.01,63.24,22.41,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-01-25 00:00:00,0.23,1.58,0.06,55.54,23.02,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-01-26 00:00:00,1.29,4.07,0.05,41.93,20.15,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-01-27 00:00:00,1.07,3.27,0.09,61.04,24.36,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-01-28 00:00:00,1.24,4.7,0.29,52.27,19.38,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-01-29 00:00:00,1.97,6.79,0.21,63.53,18.06,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-01-30 00:00:00,0.32,1.09,0.15,47.79,17.26,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-01-31 00:00:00,1.8,5.75,0.01,47.17,17.95,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-02-01 00:00:00,1.28,4.73,0.22,66.25,19.88,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-02-02 00:00:00,1.16,3.87,0.05,41.08,15.8,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-02-03 00:00:00,0.85,2.66,0.06,57.92,22.65,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-02-04 00:00:00,1.26,4.72,0.13,67.89,19.14,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-02-05 00:00:00,1.89,5.86,0.14,57.99,17.18,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-02-06 00:00:00,0.11,1.19,0.0,53.21,15.08,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-02-07 00:00:00,0.6,2.03,0.03,54.66,22.94,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-02-08 00:00:00,1.89,5.99,0.28,65.9,22.92,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-02-09 00:00:00,0.12,1.19,0.07,60.64,23.96,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-02-10 00:00:00,0.6,2.22,0.08,45.2,20.91,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-02-11 00:00:00,0.09,0.52,0.17,54.7,22.94,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-02-12 00:00:00,1.66,5.77,0.3,67.2,15.94,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-02-13 00:00:00,1.03,3.72,0.07,55.52,19.26,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-02-14 00:00:00,1.8,5.87,0.06,66.15,16.2,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-02-15 00:00:00,0.89,3.59,0.07,49.88,22.82,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-02-16 00:00:00,0.44,1.74,0.26,49.61,17.37,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-02-17 00:00:00,0.69,2.96,0.05,67.39,16.84,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-02-18 00:00:00,0.38,1.85,0.02,47.38,16.25,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-02-19 00:00:00,0.1,0.7,0.19,47.87,16.56,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-02-20 00:00:00,0.5,1.66,0.11,68.02,21.41,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-02-21 00:00:00,1.49,4.78,0.19,54.91,20.39,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-02-22 00:00:00,1.6,4.94,0.03,64.42,24.0,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-02-23 00:00:00,0.33,1.3,0.19,54.31,22.54,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-02-24 00:00:00,1.58,5.4,0.0,43.67,16.61,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-02-25 00:00:00,0.08,0.69,0.01,59.36,16.32,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-02-26 00:00:00,0.16,0.79,0.17,66.2,21.53,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-02-27 00:00:00,0.53,2.49,0.06,63.5,15.06,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-02-28 00:00:00,1.39,4.6,0.25,61.72,15.29,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-03-01 00:00:00,9.73,33.72,0.42,84.79,21.54,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-03-02 00:00:00,6.78,24.22,0.65,73.85,21.45,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-03-03 00:00:00,5.66,20.37,0.31,77.57,23.33,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-03-04 00:00:00,5.3,16.52,0.3,83.16,27.05,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-03-05 00:00:00,1.25,7.52,0.54,62.71,21.32,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-03-06 00:00:00,4.23,16.93,0.74,76.75,20.81,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-03-07 00:00:00,0.68,3.47,0.78,86.17,23.77,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-03-08 00:00:00,3.88,13.33,0.42,86.6,19.17,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-03-09 00:00:00,7.63,23.54,0.68,72.43,19.67,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-03-10 00:00:00,4.65,14.04,0.72,76.31,23.65,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-03-11 00:00:00,9.45,31.52,0.49,66.69,25.78,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-03-12 00:00:00,0.58,5.47,0.71,88.26,19.76,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-03-13 00:00:00,9.99,33.95,0.5,63.38,18.18,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-03-14 00:00:00,0.42,4.11,0.48,71.93,24.68,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-03-15 00:00:00,7.37,26.58,0.78,72.5,23.13,-1.2687,36.8105,https://openweathermap.org/
Westlands,2021-03-16 00:00:00,7.08,25.64,0.65,82.36,23.63,-1.2687,36.8105,https://openweathermap.org/
